iter	Passed	Remaining
406	6257	16804
407	6270	16781
408	6282	16757
409	6294	16733
410	6307	16712
411	6319	16687
412	6331	16663
413	6345	16645
414	6356	16619
415	6369	16597
416	6380	16571
417	6393	16548
418	6405	16525
419	6419	16506
420	6431	16484
421	6443	16460
422	6458	16444
423	6472	16425
424	6484	16401
425	6496	16378
426	6511	16362
427	6524	16340
428	6540	16327
429	6555	16311
430	6570	16295
431	6581	16270
432	6588	16236
433	6601	16214
434	6612	16189
435	6621	16158
436	6635	16140
437	6648	16120
438	6664	16105
439	6676	16084
440	6688	16060
441	6701	16041
442	6710	16011
443	6722	15989
444	6736	15970
445	6751	15955
446	6764	15935
447	6775	15911
448	6789	15892
449	6802	15873
450	6814	15849
451	6830	15838
452	6842	15815
453	6855	15795
454	6867	15771
455	6878	15747
456	6890	15725
457	6904	15709
458	6918	15690
459	6926	15659
460	6938	15638
461	6952	15620
462	6967	15604
463	6978	15581
464	6990	15558
465	7005	15545
466	7018	15524
467	7031	15506
468	7042	15482
469	7054	15460
470	7067	15441
471	7078	15417
472	7090	15394
473	7103	15374
474	7118	15359
475	7131	15341
476	7144	15323
477	7155	15298
478	7168	15279
479	7180	15258
480	7192	15237
481	7203	15214
482	7219	15201
483	7231	15180
484	7253	15179
485	7271	15170
486	7284	15152
487	7303	15146
488	7330	15156
489	7347	15145
490	7363	15131
491	7378	15117
492	7397	15109
493	7411	15092
494	7440	15106
495	7459	15099
496	7481	15098
497	7497	15086
498	7516	15078
499	7530	15060
500	7550	15054
501	7567	15045
502	7582	15029
503	7595	15010
504	7605	14985
505	7620	14970
506	7633	14950
507	7647	14933
508	7662	14918
509	7674	14897
510	7683	14871
511	7697	14854
512	7708	14830
513	7719	14808
514	7731	14788
515	7743	14766
516	7754	14743
517	7765	14721
518	7778	14702
519	7793	14687
520	7806	14668
521	7820	14651
522	7831	14629
523	7839	14601
524	7854	14587
525	7867	14568
526	7880	14550
527	7891	14527
528	7901	14502
529	7918	14491
530	7929	14471
531	7941	14449
532	7954	14430
533	7968	14415
534	7982	14397
535	7996	14381
536	8007	14360
537	8022	14344
538	8036	14328
539	8046	14305
540	8059	14286
541	8072	14267
542	8081	14243
543	8094	14225
544	8106	14204
545	8119	14187
546	8135	14174
547	8146	14151
548	8161	14138
549	8175	14121
550	8187	14101
551	8196	14076
552	8210	14059
553	8221	14039
554	8234	14020
555	8248	14004
556	8260	13984
557	8275	13969
558	8286	13949
559	8297	13928
560	8310	13909
561	8323	13892
562	8334	13871
563	8349	13857
564	8360	13836
565	8372	13816
566	8380	13789
567	8393	13771
568	8405	13752
569	8414	13728
570	8427	13712
571	8440	13694
572	8454	13676
573	8467	13660
574	8479	13641
575	8493	13625
576	8504	13605
577	8516	13585
578	8531	13570
579	8547	13558
580	8572	13559
581	8594	13555
582	8632	13578
583	8676	13608
584	8711	13625
585	8736	13626
586	8751	13612
587	8767	13597
588	8780	13580
589	8791	13559
590	8804	13542
591	8833	13548
592	8851	13538
593	8871	13531
594	8885	13515
595	8898	13497
596	8913	13482
597	8929	13469
598	8942	13451
599	8956	13434
600	8970	13418
601	8987	13406
602	8998	13386
603	9012	13370
604	9026	13353
605	9039	13334
606	9052	13317
607	9067	13302
608	9080	13285
609	9093	13268
610	9110	13255
611	9123	13238
612	9136	13220
613	9149	13203
614	9159	13180
615	9172	13163
616	9183	13143
617	9195	13123
618	9202	13098
619	9215	13080
620	9231	13066
621	9244	13049
622	9259	13035
623	9271	13016
624	9284	12998
625	9296	12979
626	9310	12963
627	9322	12945
628	9336	12928
629	9349	12910
630	9362	12893
631	9375	12876
632	9386	12856
633	9398	12837
634	9410	12819
635	9423	12802
636	9434	12781
637	9447	12764
638	9464	12752
639	9477	12736
640	9490	12718
641	9502	12700
642	9515	12682
643	9530	12667
644	9545	12653
645	9557	12635
646	9572	12620
647	9587	12605
648	9603	12593
649	9617	12576
650	9634	12564
651	9648	12549
652	9662	12533
653	9682	12524
654	9699	12513
655	9716	12501
656	9738	12495
657	9755	12483
658	9769	12467
659	9781	12449
660	9795	12433
661	9812	12421
662	9825	12404
663	9840	12389
664	9852	12370
665	9862	12350
666	9875	12332
667	9886	12313
668	9898	12294
669	9910	12276
670	9923	12259
671	9933	12239
672	9947	12223
673	9957	12202
674	9970	12186
675	9983	12169
676	9994	12150
677	10006	12131
678	10018	12114
679	10030	12095
680	10042	12077
681	10056	12061
682	10068	12043
683	10081	12026
684	10088	12003
685	10100	11985
686	10112	11967
687	10123	11947
688	10138	11933
689	10150	11916
690	10163	11899
691	10175	11881
692	10182	11857
693	10194	11839
694	10206	11822
695	10220	11806
696	10232	11788
697	10247	11774
698	10260	11758
699	10270	11738
700	10283	11721
701	10295	11703
702	10308	11687
703	10321	11669
704	10331	11650
705	10345	11634
706	10360	11620
707	10370	11600
708	10382	11582
709	10388	11559
710	10401	11542
711	10414	11526
712	10427	11509
713	10440	11493
714	10454	11478
715	10468	11462
716	10475	11439
717	10484	11419
718	10496	11401
719	10506	11382
720	10521	11367
721	10534	11351
722	10546	11333
723	10560	11318
724	10569	11298
725	10582	11282
726	10598	11269
727	10612	11253
728	10627	11239
729	10638	11221
730	10648	11202
731	10660	11184
732	10673	11168
733	10688	11154
734	10702	11138
735	10714	11122
736	10727	11105
737	10742	11092
738	10758	11078
739	10774	11065
740	10791	11053
741	10806	11039
742	10820	11024
743	10831	11006
744	10843	10989
745	10856	10972
746	10863	10950
747	10873	10931
748	10884	10913
749	10900	10900
750	10913	10884
751	10925	10867
752	10938	10851
753	10951	10835
754	10964	10819
755	10977	10802
756	10989	10786
757	11004	10772
758	11020	10759
759	11032	10741
760	11045	10726
761	11057	10709
762	11069	10691
763	11079	10673
764	11092	10657
765	11103	10639
766	11115	10622
767	11128	10607
768	11141	10591
769	11153	10574
770	11164	10556
771	11176	10539
772	11191	10525
773	11202	10507
774	11214	10490
775	11235	10482
776	11248	10467
777	11261	10451
778	11272	10433
779	11285	10417
780	11297	10401
781	11311	10385
782	11324	10369
783	11334	10351
784	11347	10335
785	11358	10318
786	11369	10300
787	11378	10281
788	11391	10265
789	11403	10248
790	11413	10230
791	11426	10214
792	11436	10196
793	11448	10179
794	11464	10166
795	11477	10150
796	11490	10135
797	11503	10119
798	11517	10104
799	11527	10086
800	11538	10069
801	11551	10053
802	11565	10038
803	11575	10020
804	11586	10003
805	11601	9989
806	11613	9973
807	11625	9956
808	11640	9942
809	11651	9925
810	11666	9911
811	11678	9894
812	11690	9878
813	11703	9863
814	11714	9846
815	11722	9826
816	11733	9808
817	11745	9792
818	11755	9775
819	11766	9757
820	11779	9742
821	11794	9728
822	11811	9716
823	11833	9708
824	11857	9701
825	11874	9689
826	11898	9682
827	11929	9682
828	11954	9676
829	11978	9669
830	11994	9655
831	12015	9647
832	12030	9632
833	12044	9618
834	12063	9607
835	12081	9595
836	12100	9585
837	12114	9570
838	12132	9558
839	12149	9545
840	12166	9533
841	12184	9521
842	12201	9508
843	12221	9499
844	12238	9486
845	12254	9473
846	12272	9461
847	12295	9453
848	12321	9447
849	12350	9444
850	12379	9440
851	12420	9446
852	12456	9448
853	12495	9452
854	12551	9468
855	12590	9471
856	12621	9469
857	12642	9459
858	12666	9451
859	12694	9447
860	12728	9446
861	12767	9449
862	12808	9454
863	12834	9447
864	12860	9441
865	12889	9436
866	12917	9430
867	12948	9428
868	12976	9422
869	13006	9418
870	13031	9410
871	13076	9417
872	13103	9411
873	13126	9401
874	13147	9391
875	13172	9382
876	13198	9375
877	13232	9374
878	13260	9368
879	13287	9361
880	13315	9355
881	13338	9345
882	13352	9329
883	13375	9320
884	13397	9309
885	13429	9306
886	13455	9299
887	13480	9290
888	13510	9285
889	13537	9278
890	13561	9269
891	13591	9263
892	13617	9256
893	13652	9254
894	13681	9248
895	13701	9236
896	13721	9224
897	13756	9222
898	13807	9230
899	13855	9236
900	13890	9234
901	13927	9233
902	13969	9235
903	14004	9233
904	14037	9229
905	14089	9237
906	14121	9233
907	14158	9230
908	14186	9223
909	14217	9217
910	14250	9213
911	14289	9212
912	14320	9206
913	14351	9201
914	14382	9195
915	14426	9197
916	14455	9190
917	14479	9179
918	14506	9171
919	14532	9161
920	14561	9154
921	14586	9144
922	14612	9135
923	14640	9126
924	14659	9112
925	14683	9101
926	14704	9089
927	14723	9075
928	14741	9060
929	14763	9048
930	14791	9040
931	14815	9029
932	14842	9020
933	14863	9007
934	14891	8998
935	14914	8987
936	14940	8976
937	14961	8963
938	14995	8958
939	15023	8949
940	15049	8939
941	15073	8928
942	15093	8915
943	15113	8901
944	15130	8886
945	15148	8871
946	15163	8854
947	15182	8840
948	15203	8827
949	15222	8813
950	15248	8802
951	15277	8794
952	15301	8782
953	15327	8772
954	15362	8766
955	15374	8748
956	15394	8735
957	15430	8730
958	15468	8726
959	15503	8720
960	15544	8718
961	15610	8730
962	15665	8735
963	15710	8735
964	15792	8755
965	15863	8769
966	15931	8781
967	15981	8783
968	16027	8782
969	16067	8779
970	16117	8780
971	16148	8772
972	16181	8764
973	16212	8755
974	16241	8745
975	16270	8735
976	16304	8727
977	16343	8723
978	16391	8723
979	16447	8727
980	16494	8726
981	16532	8720
982	16578	8719
983	16630	8720
984	16658	8709
985	16697	8704
986	16745	8703
987	16793	8702
988	16839	8700
989	16877	8694
990	16922	8692
991	16968	8689
992	17008	8684
993	17040	8674
994	17089	8673
995	17135	8670
996	17189	8672
997	17245	8674
998	17321	8686
999	17389	8694
1000	17419	8683
1001	17466	8681
1002	17510	8676
1003	17553	8671
1004	17592	8664
1005	17634	8659
1006	17668	8649
1007	17726	8652
1008	17772	8648
1009	17826	8648
1010	17872	8644
1011	17902	8632
1012	17934	8621
1013	17961	8608
1014	17986	8594
1015	18012	8580
1016	18032	8563
1017	18060	8551
1018	18087	8537
1019	18111	8523
1020	18138	8509
1021	18168	8497
1022	18189	8481
1023	18225	8472
1024	18264	8463
1025	18305	8456
1026	18335	8444
1027	18377	8438
1028	18432	8436
1029	18456	8421
1030	18475	8404
1031	18487	8384
1032	18500	8363
1033	18520	8346
1034	18530	8325
1035	18553	8309
1036	18577	8294
1037	18607	8281
1038	18638	8269
1039	18661	8254
1040	18692	8241
1041	18709	8223
1042	18734	8208
1043	18762	8194
1044	18793	8183
1045	18833	8174
1046	18869	8164
1047	18918	8159
1048	18977	8159
1049	19020	8151
1050	19038	8133
1051	19059	8116
1052	19078	8098
1053	19100	8082
1054	19118	8064
1055	19133	8044
1056	19150	8026
1057	19172	8009
1058	19189	7991
1059	19204	7971
1060	19222	7953
1061	19243	7936
1062	19261	7918
1063	19284	7902
1064	19303	7884
1065	19322	7866
1066	19339	7848
1067	19354	7828
1068	19370	7809
1069	19383	7789
1070	19398	7770
1071	19410	7749
1072	19424	7729
1073	19442	7711
1074	19455	7691
1075	19471	7672
1076	19490	7654
1077	19502	7634
1078	19517	7615
1079	19531	7595
1080	19550	7577
1081	19570	7560
1082	19592	7543
1083	19614	7527
1084	19632	7509
1085	19653	7492
1086	19678	7476
1087	19726	7469
1088	19768	7460
1089	19819	7454
1090	19862	7446
1091	19919	7442
1092	19976	7438
1093	20008	7425
1094	20048	7415
1095	20092	7406
1096	20123	7392
1097	20152	7378
1098	20190	7366
1099	20217	7351
1100	20248	7338
1101	20284	7325
1102	20304	7308
1103	20330	7292
1104	20357	7277
1105	20374	7258
1106	20391	7239
1107	20405	7219
1108	20415	7197
1109	20433	7179
1110	20460	7163
1111	20478	7145
1112	20500	7128
1113	20522	7110
1114	20536	7091
1115	20555	7072
1116	20585	7058
1117	20609	7042
1118	20637	7026
1119	20661	7010
1120	20678	6991
1121	20708	6976
1122	20737	6961
1123	20760	6944
1124	20789	6929
1125	20808	6911
1126	20827	6893
1127	20843	6873
1128	20859	6854
1129	20879	6836
1130	20896	6817
1131	20916	6799
1132	20931	6780
1133	20945	6760
1134	20965	6742
1135	20981	6722
1136	21004	6706
1137	21019	6686
1138	21031	6665
1139	21047	6646
1140	21059	6626
1141	21077	6607
1142	21090	6587
1143	21105	6567
1144	21115	6546
1145	21129	6526
1146	21142	6506
1147	21155	6486
1148	21170	6467
1149	21188	6448
1150	21210	6431
1151	21235	6414
1152	21266	6400
1153	21296	6385
1154	21324	6369
1155	21361	6356
1156	21397	6343
1157	21424	6327
1158	21444	6309
1159	21473	6293
1160	21495	6276
1161	21516	6258
1162	21531	6239
1163	21552	6221
1164	21572	6203
1165	21600	6187
1166	21625	6170
1167	21642	6151
1168	21659	6132
1169	21681	6115
1170	21702	6097
1171	21722	6079
1172	21739	6060
1173	21755	6041
1174	21774	6022
1175	21790	6003
1176	21812	5985
1177	21832	5967
1178	21847	5948
1179	21868	5930
1180	21887	5912
1181	21903	5892
1182	21924	5874
1183	21941	5855
1184	21959	5837
1185	21975	5818
1186	21993	5799
1187	22011	5780
1188	22028	5761
1189	22051	5744
1190	22070	5726
1191	22086	5707
1192	22106	5688
1193	22122	5669
1194	22141	5651
1195	22156	5631
1196	22170	5612
1197	22188	5593
1198	22209	5575
1199	22227	5556
1200	22253	5540
1201	22273	5521
1202	22291	5503
1203	22307	5484
1204	22319	5464
1205	22335	5445
1206	22352	5426
1207	22368	5407
1208	22380	5386
1209	22395	5367
1210	22411	5348
1211	22425	5328
1212	22438	5309
1213	22453	5289
1214	22468	5270
1215	22483	5250
1216	22512	5234
1217	22542	5219
1218	22568	5202
1219	22588	5184
1220	22612	5166
1221	22647	5152
1222	22677	5136
1223	22700	5118
1224	22718	5100
1225	22733	5080
1226	22765	5065
1227	22782	5046
1228	22795	5026
1229	22812	5007
1230	22834	4989
1231	22853	4971
1232	22866	4951
1233	22882	4932
1234	22902	4914
1235	22921	4895
1236	22942	4877
1237	22958	4858
1238	22972	4839
1239	22986	4819
1240	23001	4800
1241	23019	4781
1242	23042	4764
1243	23055	4744
1244	23069	4725
1245	23087	4706
1246	23107	4688
1247	23129	4670
1248	23150	4652
1249	23172	4634
1250	23195	4616
1251	23212	4597
1252	23230	4579
1253	23249	4560
1254	23266	4541
1255	23280	4522
1256	23295	4503
1257	23310	4484
1258	23328	4465
1259	23348	4447
1260	23365	4428
1261	23377	4408
1262	23388	4388
1263	23403	4369
1264	23419	4350
1265	23438	4332
1266	23462	4314
1267	23480	4296
1268	23503	4278
1269	23525	4260
1270	23543	4241
1271	23556	4222
1272	23574	4203
1273	23590	4184
1274	23615	4167
1275	23637	4149
1276	23653	4130
1277	23670	4111
1278	23684	4092
1279	23700	4073
1280	23723	4055
1281	23749	4038
1282	23781	4022
1283	23808	4005
1284	23832	3987
1285	23847	3968
1286	23880	3952
1287	23915	3936
1288	23928	3916
1289	23947	3898
1290	23975	3881
1291	23996	3863
1292	24026	3846
1293	24043	3827
1294	24060	3808
1295	24090	3792
1296	24103	3772
1297	24127	3754
1298	24149	3736
1299	24167	3718
1300	24180	3698
1301	24194	3679
1302	24204	3659
1303	24216	3639
1304	24235	3621
1305	24251	3602
1306	24263	3582
1307	24276	3563
1308	24288	3544
1309	24299	3524
1310	24310	3504
1311	24324	3485
1312	24339	3466
1313	24352	3447
1314	24366	3427
1315	24378	3408
1316	24390	3389
1317	24401	3369
1318	24412	3349
1319	24421	3330
1320	24431	3310
1321	24443	3291
1322	24456	3271
1323	24471	3253
1324	24485	3233
1325	24501	3215
1326	24518	3196
1327	24531	3177
1328	24544	3158
1329	24555	3138
1330	24566	3119
1331	24580	3100
1332	24595	3081
1333	24610	3062
1334	24624	3043
1335	24637	3024
1336	24650	3005
1337	24666	2986
1338	24683	2967
1339	24696	2948
1340	24713	2930
1341	24725	2911
1342	24738	2892
1343	24752	2873
1344	24766	2854
1345	24781	2835
1346	24795	2816
1347	24811	2797
1348	24827	2779
1349	24838	2759
1350	24854	2741
1351	24865	2722
1352	24878	2703
1353	24893	2684
1354	24902	2664
1355	24918	2646
1356	24932	2627
1357	24947	2608
1358	24968	2590
1359	24982	2571
1360	24998	2553
1361	25013	2534
1362	25025	2515
1363	25036	2496
1364	25052	2477
1365	25065	2458
1366	25077	2439
1367	25092	2421
1368	25103	2402
1369	25117	2383
1370	25128	2364
1371	25138	2345
1372	25153	2326
1373	25164	2307
1374	25177	2288
1375	25188	2269
1376	25202	2251
1377	25215	2232
1378	25235	2214
1379	25248	2195
1380	25262	2176
1381	25275	2158
1382	25293	2139
1383	25306	2121
1384	25318	2102
1385	25330	2083
1386	25343	2064
1387	25355	2045
1388	25366	2027
1389	25379	2008
1390	25389	1989
1391	25403	1970
1392	25418	1952
1393	25434	1934
1394	25446	1915
1395	25467	1897
1396	25483	1878
1397	25498	1860
1398	25518	1842
1399	25537	1824
1400	25561	1806
1401	25575	1787
1402	25587	1769
1403	25598	1750
1404	25609	1731
1405	25628	1713
1406	25642	1694
1407	25655	1676
1408	25670	1657
1409	25683	1639
1410	25695	1620
1411	25709	1602
1412	25723	1583
1413	25732	1565
1414	25746	1546
1415	25758	1528
1416	25773	1509
1417	25787	1491
1418	25802	1472
1419	25820	1454
1420	25832	1436
1421	25847	1417
1422	25876	1400
1423	25896	1382
1424	25910	1363
1425	25928	1345
1426	25945	1327
1427	25963	1309
1428	25979	1290
1429	25998	1272
1430	26008	1254
1431	26024	1235
1432	26046	1217
1433	26069	1199
1434	26100	1182
1435	26121	1164
1436	26134	1145
1437	26157	1127
1438	26187	1110
1439	26206	1091
1440	26226	1073
1441	26241	1055
1442	26260	1037
1443	26277	1019
1444	26290	1000
1445	26306	982
1446	26321	964
1447	26334	945
1448	26348	927
1449	26361	909
1450	26373	890
1451	26380	872
1452	26390	853
1453	26403	835
1454	26414	816
1455	26430	798
1456	26446	780
1457	26460	762
1458	26472	743
1459	26485	725
1460	26500	707
1461	26517	689
1462	26535	671
1463	26554	652
1464	26567	634
1465	26590	616
1466	26603	598
1467	26616	580
1468	26628	561
1469	26641	543
1470	26654	525
1471	26665	507
1472	26680	489
1473	26690	470
1474	26703	452
1475	26716	434
1476	26731	416
1477	26744	398
1478	26751	379
1479	26764	361
1480	26774	343
1481	26785	325
1482	26799	307
1483	26814	289
1484	26828	270
1485	26848	252
1486	26870	234
1487	26888	216
1488	26904	198
1489	26918	180
1490	26930	162
1491	26948	144
1492	26962	126
1493	26974	108
1494	26988	90
1495	27002	72
1496	27016	54
1497	27030	36
1498	27044	18
1499	27063	0
