iter	RMSE
126	5.561945224
127	5.543494553
128	5.527981677
129	5.495821839
130	5.471591375
131	5.441003228
132	5.419300531
133	5.381602611
134	5.366540994
135	5.343455045
136	5.324879867
137	5.314427021
138	5.305387748
139	5.290174478
140	5.254408925
141	5.236257043
142	5.229560418
143	5.207397799
144	5.188368958
145	5.171031529
146	5.15583059
147	5.142090621
148	5.135697071
149	5.119267914
150	5.099360298
151	5.096463941
152	5.093727143
153	5.089913278
154	5.062766825
155	5.033717553
156	5.010680427
157	5.007314074
158	4.989415439
159	4.980991002
160	4.972188523
161	4.960061687
162	4.945096926
163	4.929139764
164	4.918849601
165	4.895555561
166	4.880974199
167	4.86628694
168	4.844302185
169	4.834455096
170	4.807940699
171	4.796422224
172	4.782815874
173	4.773134028
174	4.763235421
175	4.744213865
176	4.722189227
177	4.713907305
178	4.694713056
179	4.685129068
180	4.675161293
181	4.668243199
182	4.655277042
183	4.644162737
184	4.637077786
185	4.63052304
186	4.622889608
187	4.605153043
188	4.58378685
189	4.577679961
190	4.568141893
191	4.562040902
192	4.556208301
193	4.54880967
194	4.543679352
195	4.525511063
196	4.515511543
197	4.512492696
198	4.50041157
199	4.481715608
200	4.462104695
201	4.456385052
202	4.447581829
203	4.428489659
204	4.42282397
205	4.418199164
206	4.406852919
207	4.402580634
208	4.390583529
209	4.373432027
210	4.352952993
211	4.349909307
212	4.344820473
213	4.331969777
214	4.325788219
215	4.318926645
216	4.307828368
217	4.28970018
218	4.281854321
219	4.277062528
220	4.267804943
221	4.251160063
222	4.245103064
223	4.238164281
224	4.221975763
225	4.21275513
226	4.198172349
227	4.185441077
228	4.16928319
229	4.150797014
230	4.131457489
231	4.122838105
232	4.111070665
233	4.092831236
234	4.08823541
235	4.074034295
236	4.06161325
237	4.04690774
238	4.038368557
239	4.032736981
240	4.018950662
241	4.015915685
242	4.000582134
243	3.99323201
244	3.984041987
245	3.974179357
246	3.968933898
247	3.960153505
248	3.956988711
249	3.945008443
250	3.941499053
251	3.933479898
252	3.920901046
253	3.917640296
254	3.906826936
255	3.896560739
256	3.881016562
257	3.878635242
258	3.861178854
259	3.841955091
260	3.829168549
261	3.821859319
262	3.805039882
263	3.792215588
264	3.786894978
265	3.773910877
266	3.768847711
267	3.761324547
268	3.750549855
269	3.74435356
270	3.739781792
271	3.735327064
272	3.729750412
273	3.720718725
274	3.715744612
275	3.71332377
276	3.704987393
277	3.701314375
278	3.69517471
279	3.682868353
280	3.67208441
281	3.670311291
282	3.663593308
283	3.653756317
284	3.644511025
285	3.635921936
286	3.624097085
287	3.620622906
288	3.609592358
289	3.595115966
290	3.590577582
291	3.583401196
292	3.57306157
293	3.564108636
294	3.553282311
295	3.546870207
296	3.543957344
297	3.538911241
298	3.537131439
299	3.528450954
300	3.524549819
301	3.520496052
302	3.513788632
303	3.505550252
304	3.497140827
305	3.495058081
306	3.482814101
307	3.476156143
308	3.470977186
309	3.464463391
310	3.460596667
311	3.450766286
312	3.437848856
313	3.427061676
314	3.418453037
315	3.415830559
316	3.411158685
317	3.40869651
318	3.396502966
319	3.39348117
320	3.383218874
321	3.367474088
322	3.359619752
323	3.354255502
324	3.349301026
325	3.341334645
326	3.337529088
327	3.33347323
328	3.329459339
329	3.325582152
330	3.313284127
331	3.306408071
332	3.298084591
333	3.289885526
334	3.280844253
335	3.277372605
336	3.268691492
337	3.263765218
338	3.261299337
339	3.251033652
340	3.244391412
341	3.238604439
342	3.232139279
343	3.218922222
344	3.213707602
345	3.201966378
346	3.197148708
347	3.190861471
348	3.18954978
349	3.1843159
350	3.182504641
351	3.177581606
352	3.16469846
353	3.162086356
354	3.152189896
355	3.14789914
356	3.143703213
357	3.141831653
358	3.136329003
359	3.133328112
360	3.128648564
361	3.12564593
362	3.113622393
363	3.107942061
364	3.105484389
365	3.101080229
366	3.094724185
367	3.084760628
368	3.08306923
369	3.077171527
370	3.066345627
371	3.062127331
372	3.055655424
373	3.045718126
374	3.043783726
375	3.0418004
376	3.031627318
377	3.02454656
378	3.02150661
379	3.017826621
380	3.007838285
381	3.006376482
382	3.004939697
383	2.997006365
384	2.993193133
385	2.989003338
386	2.980561636
387	2.971547602
388	2.964785196
389	2.957157721
390	2.954872474
391	2.948348131
392	2.941200578
393	2.935308632
394	2.931727999
395	2.923651688
396	2.919314829
397	2.913909074
398	2.907516696
399	2.902572036
400	2.899473187
401	2.895439049
402	2.887653189
403	2.88634791
404	2.879213611
405	2.87354968
406	2.868706737
407	2.864074545
408	2.860356575
409	2.852783648
410	2.846550481
411	2.83864205
412	2.83451417
413	2.828861633
414	2.826576129
415	2.823857695
416	2.817162998
417	2.814180864
418	2.812268044
419	2.805311591
420	2.802358861
421	2.795906174
422	2.791127523
423	2.786975639
424	2.784515121
425	2.781612447
426	2.778111124
427	2.776527415
428	2.771349636
429	2.762732941
430	2.757081727
431	2.751456471
432	2.748966675
433	2.74294981
434	2.736379349
435	2.735680076
436	2.734209702
437	2.732497626
438	2.724537464
439	2.721193563
440	2.714128366
441	2.711915306
442	2.70734518
443	2.699576184
444	2.696976383
445	2.691537081
446	2.687475488
447	2.684455162
448	2.683624509
449	2.682188945
450	2.67154491
451	2.669780434
452	2.664093438
453	2.65912063
454	2.656303143
455	2.65168503
456	2.645254925
457	2.643597212
458	2.640545482
459	2.638238143
460	2.633173545
461	2.628648798
462	2.62262871
463	2.617456168
464	2.61648062
465	2.611846612
466	2.607645228
467	2.604873465
468	2.602682975
469	2.599947024
470	2.59649568
471	2.58929014
472	2.584708801
473	2.581282475
474	2.579081654
475	2.575348652
476	2.572526276
477	2.56863871
478	2.56378448
479	2.557904559
480	2.554045415
481	2.548075638
482	2.545829117
483	2.543573687
484	2.540858355
485	2.530911262
486	2.527044273
487	2.525709144
488	2.519175532
489	2.51598678
490	2.513070747
491	2.509530829
492	2.507851025
493	2.50241062
494	2.49672673
495	2.495527997
496	2.487464301
497	2.485241173
498	2.482994407
499	2.479620764
500	2.478206833
501	2.477331169
502	2.475616455
503	2.473575776
504	2.466449731
505	2.462828408
506	2.457325882
507	2.4533823
508	2.449809458
509	2.444806155
510	2.44246961
511	2.440571406
512	2.435568618
513	2.431632249
514	2.427507155
515	2.420447213
516	2.416131845
517	2.4105198
518	2.408108624
519	2.405973562
520	2.399719494
521	2.39517895
522	2.392099627
523	2.38660534
524	2.382701648
525	2.380976161
526	2.374261159
527	2.367915576
528	2.366642062
529	2.36529653
530	2.363641401
531	2.359109701
532	2.351260545
533	2.348189349
534	2.343022996
535	2.340813854
536	2.338565754
537	2.333478438
538	2.328238377
539	2.32699161
540	2.325404451
541	2.322375186
542	2.321329572
543	2.317147812
544	2.312617853
545	2.309761829
546	2.305109503
547	2.301268938
548	2.3003741
549	2.296306005
550	2.293557774
551	2.290227019
552	2.289347435
553	2.285959968
554	2.283464862
555	2.278514714
556	2.272443275
557	2.266986127
558	2.265964893
559	2.262816351
560	2.260491568
561	2.259328972
562	2.254185339
563	2.252354634
564	2.249509001
565	2.244719593
566	2.240242159
567	2.237396992
568	2.23649633
569	2.232530135
570	2.230993623
571	2.226204769
572	2.221488551
573	2.217218331
574	2.213533191
575	2.207570413
576	2.202094073
577	2.198368093
578	2.194842048
579	2.190414223
580	2.187563931
581	2.18461866
582	2.183001796
583	2.180570662
584	2.178252548
585	2.175638494
586	2.174340004
587	2.171727388
588	2.169595258
589	2.167953186
590	2.166782408
591	2.166144573
592	2.164193612
593	2.162894356
594	2.160839902
595	2.159350079
596	2.154967612
597	2.153967152
598	2.15063605
599	2.145526267
600	2.1438334
601	2.140618279
602	2.137286002
603	2.133624694
604	2.132030458
605	2.131211193
606	2.130293535
607	2.127877618
608	2.125694239
609	2.124288955
610	2.118670745
611	2.115041213
612	2.113064033
613	2.111212764
614	2.10868281
615	2.104504842
616	2.102788504
617	2.102005184
618	2.100499778
619	2.100005846
620	2.099308712
621	2.097874071
622	2.093926478
623	2.090399744
624	2.088816486
625	2.085657469
626	2.083741517
627	2.081111372
628	2.07944524
629	2.077935833
630	2.074303601
631	2.069919951
632	2.066833008
633	2.061724693
634	2.058188349
635	2.054512707
636	2.051993504
637	2.049944075
638	2.048383948
639	2.046790588
640	2.043440222
641	2.040152372
642	2.038348513
643	2.035298959
644	2.030760688
645	2.024846694
646	2.020899898
647	2.019415153
648	2.014307345
649	2.010198117
650	2.008068966
651	2.005263818
652	2.002164282
653	2.000993366
654	1.99965749
655	1.99716015
656	1.994045524
657	1.992668967
658	1.99007747
659	1.985282616
660	1.982199711
661	1.980219305
662	1.979131601
663	1.973952483
664	1.971068128
665	1.970641837
666	1.966611074
667	1.964174253
668	1.962647947
669	1.960968784
670	1.960281185
671	1.957336017
672	1.954829072
673	1.952539434
674	1.94902749
675	1.946082456
676	1.945588416
677	1.942938203
678	1.93917807
679	1.938621616
680	1.936899546
681	1.934118004
682	1.933070024
683	1.929650923
684	1.927259194
685	1.924946154
686	1.921859101
687	1.917815716
688	1.916061139
689	1.911582093
690	1.910140095
691	1.906776212
692	1.902756275
693	1.89913169
694	1.895943221
695	1.892507328
696	1.890302186
697	1.888092984
698	1.883929991
699	1.880744023
700	1.87747379
701	1.87512879
702	1.874009659
703	1.869890592
704	1.868088394
705	1.867202119
706	1.866680523
707	1.865065373
708	1.861484702
709	1.858145503
710	1.855395926
711	1.852512148
712	1.850625834
713	1.848055946
714	1.846886037
715	1.843769372
716	1.840840503
717	1.838240938
718	1.837564269
719	1.835348132
720	1.832645922
721	1.829358772
722	1.827616089
723	1.824949462
724	1.821591845
725	1.819298846
726	1.818141292
727	1.817514368
728	1.814480073
729	1.812299014
730	1.810345824
731	1.809253095
732	1.806408882
733	1.803183858
734	1.801013381
735	1.800039897
736	1.798888213
737	1.798265019
738	1.796505303
739	1.794000254
740	1.793382696
741	1.791109615
742	1.78982785
743	1.788454871
744	1.785520726
745	1.783622329
746	1.782131352
747	1.780217773
748	1.778150525
749	1.774135571
750	1.770786174
751	1.769883411
752	1.767389793
753	1.765699577
754	1.763039752
755	1.759604039
756	1.758413346
757	1.756807192
758	1.754818713
759	1.753852497
760	1.75159756
761	1.748878202
762	1.745553439
763	1.744322921
764	1.742489095
765	1.739912786
766	1.738999291
767	1.735983637
768	1.734326598
769	1.732322491
770	1.731482222
771	1.728903555
772	1.727878898
773	1.727255885
774	1.725480351
775	1.724227485
776	1.722314197
777	1.719617755
778	1.717598509
779	1.716904682
780	1.715593142
781	1.714671126
782	1.710869796
783	1.709878652
784	1.709239203
785	1.706678136
786	1.705754159
787	1.702868011
788	1.700643392
789	1.698710955
790	1.696261513
791	1.692142311
792	1.690731394
793	1.689504886
794	1.687746604
795	1.687326264
796	1.684130353
797	1.683423402
798	1.682329168
799	1.681251678
800	1.679871237
801	1.678837901
802	1.675526284
803	1.673350104
804	1.672828025
805	1.671338819
806	1.669872525
807	1.66626598
808	1.665291823
809	1.663410051
810	1.66225753
811	1.660995917
812	1.66002202
813	1.658399605
814	1.65632644
815	1.655571466
816	1.655061062
817	1.653323291
818	1.653096209
819	1.651982479
820	1.65127207
821	1.650581651
822	1.649388843
823	1.646640148
824	1.643734364
825	1.642019554
826	1.641738979
827	1.641239329
828	1.639244799
829	1.638372126
830	1.637541865
831	1.637088794
832	1.63530293
833	1.633165933
834	1.632092915
835	1.628786149
836	1.626754868
837	1.625625513
838	1.624550367
839	1.624158901
840	1.621540373
841	1.620550234
842	1.618900039
843	1.617409361
844	1.614633225
845	1.613059042
846	1.612028044
847	1.609630683
848	1.607627836
849	1.604775657
850	1.601928781
851	1.598673744
852	1.598104392
853	1.597261479
854	1.596467668
855	1.59375718
856	1.592679143
857	1.591951323
858	1.590411372
859	1.58971275
860	1.587702585
861	1.585392957
862	1.584106134
863	1.581405907
864	1.580435481
865	1.580050842
866	1.57927491
867	1.578237382
868	1.576499639
869	1.575581238
870	1.573365813
871	1.571978194
872	1.570463211
873	1.569024615
874	1.567775299
875	1.565838664
876	1.565313353
877	1.56476069
878	1.563011545
879	1.560903806
880	1.560311971
881	1.558541603
882	1.557039545
883	1.554332754
884	1.553481836
885	1.552906607
886	1.551084975
887	1.550657685
888	1.54929738
889	1.548837679
890	1.547768573
891	1.54329741
892	1.540297713
893	1.539425074
894	1.537873868
895	1.536064149
896	1.534942539
897	1.533957717
898	1.533411345
899	1.531631537
900	1.530350991
901	1.529517748
902	1.526738722
903	1.526366318
904	1.524164373
905	1.522867379
906	1.522105449
907	1.521375807
908	1.520074546
909	1.518289538
910	1.517480954
911	1.517008157
912	1.514680202
913	1.512877162
914	1.510460717
915	1.509376821
916	1.505847745
917	1.504089076
918	1.502568285
919	1.500727825
920	1.498282021
921	1.497927005
922	1.497218835
923	1.496042151
924	1.493373155
925	1.491878392
926	1.490394057
927	1.488874753
928	1.488063504
929	1.486217942
930	1.485441375
931	1.48522434
932	1.484103414
933	1.483106875
934	1.480898103
935	1.480302742
936	1.479773937
937	1.478410245
938	1.475868167
939	1.474201205
940	1.472455847
941	1.471100536
942	1.470261613
943	1.469314286
944	1.468484628
945	1.468016691
946	1.466203109
947	1.464691328
948	1.462928068
949	1.462306368
950	1.461888251
951	1.460797709
952	1.459646359
953	1.459202226
954	1.457179327
955	1.455955815
956	1.4550568
957	1.453828352
958	1.452010843
959	1.44984741
960	1.449591157
961	1.448809158
962	1.447972216
963	1.447199461
964	1.446648544
965	1.445372841
966	1.4447686
967	1.443755385
968	1.442625872
969	1.442269451
970	1.439853473
971	1.439074068
972	1.437643469
973	1.436146433
974	1.434307217
975	1.433552796
976	1.432319467
977	1.430367821
978	1.427545759
979	1.425643208
980	1.424021536
981	1.422391416
982	1.420837209
983	1.419905101
984	1.417770601
985	1.415434476
986	1.414192076
987	1.412988961
988	1.411302836
989	1.410021548
990	1.409484161
991	1.408893836
992	1.407984726
993	1.406378362
994	1.404245176
995	1.403655556
996	1.401393554
997	1.399371119
998	1.397467157
999	1.396150678
1000	1.394370581
1001	1.392896031
1002	1.392020574
1003	1.39083325
1004	1.388877752
1005	1.388204618
1006	1.386781507
1007	1.385439341
1008	1.383828073
1009	1.382117688
1010	1.379905025
1011	1.379068204
1012	1.378351058
1013	1.377584239
1014	1.376044529
1015	1.374656382
1016	1.374224476
1017	1.373702592
1018	1.371831975
1019	1.370358731
1020	1.369314327
1021	1.367409936
1022	1.366618983
1023	1.365818354
1024	1.365212724
1025	1.362991969
1026	1.362616841
1027	1.361839796
1028	1.360773181
1029	1.359066316
1030	1.358240047
1031	1.357543457
1032	1.356289027
1033	1.354124889
1034	1.352609128
1035	1.352404888
1036	1.351231058
1037	1.350451851
1038	1.348902008
1039	1.347725142
1040	1.346708756
1041	1.345263514
1042	1.34284129
1043	1.342295088
1044	1.34114476
1045	1.340359652
1046	1.339994374
1047	1.339265642
1048	1.338628005
1049	1.337642769
1050	1.335079612
1051	1.334275433
1052	1.333829374
1053	1.332325334
1054	1.331209921
1055	1.330684077
1056	1.328835738
1057	1.327483209
1058	1.326443901
1059	1.325854341
1060	1.324671912
1061	1.324145079
1062	1.320996861
1063	1.31950111
1064	1.317512576
1065	1.317109627
1066	1.314960953
1067	1.314799085
1068	1.312986204
1069	1.31163446
1070	1.311407881
1071	1.311075972
1072	1.309459523
1073	1.307449728
1074	1.30610253
1075	1.3053491
1076	1.304676287
1077	1.304271234
1078	1.303965075
1079	1.302732173
1080	1.301176096
1081	1.300323778
1082	1.299380207
1083	1.298119607
1084	1.297625806
1085	1.296699791
1086	1.295573439
1087	1.294721971
1088	1.294618535
1089	1.29378296
1090	1.292906303
1091	1.292371261
1092	1.290570321
1093	1.288856336
1094	1.288343158
1095	1.287249395
1096	1.286014776
1097	1.283961976
1098	1.28364435
1099	1.282912055
1100	1.281214344
1101	1.280144568
1102	1.278358885
1103	1.277934584
1104	1.276533922
1105	1.273165507
1106	1.272258491
1107	1.271455123
1108	1.270921928
1109	1.269832015
1110	1.269023084
1111	1.268478484
1112	1.268014569
1113	1.267627117
1114	1.267137108
1115	1.266817563
1116	1.265690388
1117	1.263806812
1118	1.262262513
1119	1.262082432
1120	1.261430506
1121	1.260282004
1122	1.258170709
1123	1.257014898
1124	1.255742698
1125	1.255045539
1126	1.254460419
1127	1.252708741
1128	1.251397204
1129	1.250018419
1130	1.249576934
1131	1.248195254
1132	1.244678319
1133	1.243954257
1134	1.243131724
1135	1.242539717
1136	1.240308877
1137	1.237890628
1138	1.237209872
1139	1.23645413
1140	1.23536256
1141	1.234725024
1142	1.23431536
1143	1.233216927
1144	1.232241722
1145	1.23145177
1146	1.230823474
1147	1.230243428
1148	1.2300708
1149	1.229084821
1150	1.227933822
1151	1.226933221
1152	1.225925481
1153	1.225646987
1154	1.224931145
1155	1.224197441
1156	1.222870258
1157	1.222213391
1158	1.22169069
1159	1.221135941
1160	1.220366188
1161	1.21955857
1162	1.217940069
1163	1.217470606
1164	1.216036117
1165	1.215832458
1166	1.215170694
1167	1.214498678
1168	1.213825657
1169	1.213048868
1170	1.212254638
1171	1.211323874
1172	1.209317587
1173	1.208737192
1174	1.208277106
1175	1.207938169
1176	1.207399386
1177	1.206658184
1178	1.206383268
1179	1.205694597
1180	1.204626048
1181	1.203247832
1182	1.202277715
1183	1.201592586
1184	1.201001285
1185	1.200345546
1186	1.199507389
1187	1.199313435
1188	1.198292423
1189	1.198000509
1190	1.196548663
1191	1.195611135
1192	1.193149874
1193	1.192755735
1194	1.191693607
1195	1.190112403
1196	1.189694598
1197	1.188960503
1198	1.187488477
1199	1.186120363
1200	1.18570288
1201	1.184669015
1202	1.184304952
1203	1.183840793
1204	1.183445116
1205	1.182601542
1206	1.181735688
1207	1.181091293
1208	1.180922068
1209	1.180511154
1210	1.17982743
1211	1.17932332
1212	1.177577553
1213	1.17679035
1214	1.176518011
1215	1.175690791
1216	1.174821175
1217	1.173411842
1218	1.173110026
1219	1.171736259
1220	1.170861154
1221	1.170001851
1222	1.169524112
1223	1.168363541
1224	1.167495164
1225	1.166663101
1226	1.165825333
1227	1.165233439
1228	1.16450484
1229	1.163950092
1230	1.163573017
1231	1.163417642
1232	1.163258636
1233	1.162091224
1234	1.161784466
1235	1.161213076
1236	1.161046151
1237	1.159041272
1238	1.158629977
1239	1.158236487
1240	1.156574685
1241	1.155935524
1242	1.155203861
1243	1.154732303
1244	1.154324856
1245	1.15300774
1246	1.151698583
1247	1.149709544
1248	1.149241975
1249	1.147958676
1250	1.147325555
1251	1.146853565
1252	1.146209859
1253	1.144883208
1254	1.144634256
1255	1.141957714
1256	1.141371564
1257	1.141088891
1258	1.140112878
1259	1.139913064
1260	1.13950822
1261	1.139196222
1262	1.138486854
1263	1.1376854
1264	1.136795522
1265	1.136663429
1266	1.135827372
1267	1.134839755
1268	1.133215862
1269	1.132713133
1270	1.131578232
1271	1.131242295
1272	1.129894323
1273	1.128238112
1274	1.127906063
1275	1.127569112
1276	1.1268059
1277	1.12647946
1278	1.125296285
1279	1.124859656
1280	1.124461118
1281	1.124270926
1282	1.123756571
1283	1.122190617
1284	1.121731821
1285	1.121012357
1286	1.120362083
1287	1.119679406
1288	1.119410147
1289	1.118584771
1290	1.116234263
1291	1.115127347
1292	1.113912539
1293	1.113502438
1294	1.11306948
1295	1.111912609
1296	1.110875635
1297	1.11027805
1298	1.109397108
1299	1.109226705
1300	1.108640199
1301	1.108178624
1302	1.107797804
1303	1.106831248
1304	1.105495061
1305	1.105134226
1306	1.104626375
1307	1.103608149
1308	1.102374812
1309	1.101634686
1310	1.101260822
1311	1.100845419
1312	1.099909881
1313	1.098827686
1314	1.098039833
1315	1.097388689
1316	1.097228049
1317	1.096640824
1318	1.09603152
1319	1.095281691
1320	1.094269949
1321	1.093718909
1322	1.092849515
1323	1.091957728
1324	1.090965986
1325	1.090145309
1326	1.089855847
1327	1.088842351
1328	1.088422014
1329	1.088116823
1330	1.087887077
1331	1.087363792
1332	1.086886392
1333	1.086643248
1334	1.085137453
1335	1.084227096
1336	1.083616694
1337	1.080402904
1338	1.079691956
1339	1.07924691
1340	1.078972647
1341	1.077810719
1342	1.077222505
1343	1.076482679
1344	1.075915198
1345	1.075642
1346	1.074892238
1347	1.074368939
1348	1.07397628
1349	1.073628223
1350	1.073296546
1351	1.072794071
1352	1.072038484
1353	1.07164628
1354	1.07150733
1355	1.071251446
1356	1.069910677
1357	1.069304172
1358	1.068221244
1359	1.067558656
1360	1.066809259
1361	1.066341074
1362	1.065608457
1363	1.064836528
1364	1.063962404
1365	1.063611305
1366	1.06239982
1367	1.060658596
1368	1.060276404
1369	1.05989687
1370	1.05929663
1371	1.058624474
1372	1.058009183
1373	1.057614718
1374	1.057097599
1375	1.056759681
1376	1.055710974
1377	1.054918466
1378	1.054481176
1379	1.054037715
1380	1.053632546
1381	1.053046391
1382	1.052387563
1383	1.052080104
1384	1.051427283
1385	1.050603433
1386	1.049679229
1387	1.049535361
1388	1.048816123
1389	1.047994985
1390	1.047864311
1391	1.047467146
1392	1.047006433
1393	1.045722839
1394	1.044799571
1395	1.044003062
1396	1.043656316
1397	1.043200849
1398	1.042885218
1399	1.04164562
1400	1.040445452
1401	1.039569418
1402	1.039026979
1403	1.03857686
1404	1.038184319
1405	1.037921358
1406	1.03751995
1407	1.036269988
1408	1.035848319
1409	1.035574884
1410	1.035267298
1411	1.035068639
1412	1.033466227
1413	1.033166997
1414	1.03260226
1415	1.031394295
1416	1.030854873
1417	1.029809203
1418	1.029193964
1419	1.028147138
1420	1.02755936
1421	1.027223661
1422	1.026577691
1423	1.026075453
1424	1.025182966
1425	1.024903372
1426	1.024708299
1427	1.023180709
1428	1.022327968
1429	1.021793893
1430	1.02106116
1431	1.020805594
1432	1.020365911
1433	1.01773449
1434	1.016687412
1435	1.016326886
1436	1.015341304
1437	1.014797741
1438	1.014121206
1439	1.013566258
1440	1.0129317
1441	1.012271211
1442	1.011717125
1443	1.011501552
1444	1.010914745
1445	1.01078835
1446	1.009734506
1447	1.009462942
1448	1.008810482
1449	1.008649999
1450	1.008254907
1451	1.007868895
1452	1.007496131
1453	1.006719128
1454	1.006571346
1455	1.005656785
1456	1.004692846
1457	1.004116975
1458	1.003736839
1459	1.003218594
1460	1.002896837
1461	1.002637529
1462	1.002055584
1463	1.001402943
1464	1.000892436
1465	0.9996252733
1466	0.9983796541
1467	0.997757052
1468	0.9972507944
1469	0.99657127
1470	0.9958591857
1471	0.9956641594
1472	0.9941592149
1473	0.9932491926
1474	0.9928573377
1475	0.9923320796
1476	0.9921674239
1477	0.9917103515
1478	0.9913733069
1479	0.9908529361
1480	0.9905053084
1481	0.990222214
1482	0.989829796
1483	0.9890781115
1484	0.9890284358
1485	0.9881610909
1486	0.9876750669
1487	0.9870766073
1488	0.9867814436
1489	0.9862505023
1490	0.9855678645
1491	0.9854566308
1492	0.9851200928
1493	0.9846411194
1494	0.9838800705
1495	0.9836190558
1496	0.9832618304
1497	0.9830701148
1498	0.9827992417
1499	0.9811547178
